,sercdoa_OA_ser,INVN_F,UBFC_Fshelfmark,PVCS_OAcountry,PVCC_OAtown,LDCN_OArep,PRVC_OAprev_town,AUFI_Fatelier_address,AUFN_Faut,SGLT_Ftitle,SGTT_OAtitle,AUTN_OAaut,OGTT_OAtype,AUTB_Fsubj_main,OGTDOA_OAsubj_sub,ROFI_Fneg,BIBA_OAbib,OSS_Fnotes,OSS_OAnotes,FTAN_filename,NCTN_F_entry,NRSCHEDA_OA_entry,DTZG_OAcentury,LRD_Fshotdates,DTSI_Fprintdates,DTSF_Fprintdates,AUFA_Faut_dates,Note,status
2376,182117,sup 2596,PA_Grecia II 055,Grecia,Sparta,Museo Archeologico ,,,Anonimo,,,Anonimo sec. VI a.C.,scultura,Arte greca,rilievo,,Wolters P./ Friederichs K. | 1885,"Fotografia incollata su cartoncino; supporto secondario mm 381x313.
Sul margine dx. della foto timbro a secco della cartiera: [Blanchet Freres et Kleres co. a] Rives N° 74.","Foto sup 2596, verso del supporto secondario: nota anonima manoscritta: ""Museum Sparta. / The celebrated Spartan double faced stele about which so much has been written. See Fried. Wolters N° 55. / On the side here shown a bearded man is in the act of stabbing / a draped woman and the subyeet is named Orestes killing / Clytemnestra, or Menelaus about to stab Helen, but thinking / better of it. The reverse, of which I have no photo, represents / Oreste and Eletra, or Menelaus making it up with Helen, / or what you like. The stele, found near Sparta, is of blue marble / and is a remarkable specimen of early rude Peloponnesian art. / Pierparis [?] says that O. is slaying C. with the same action as that used / by Perseus beheading the Gorgon in the metope from Selinus"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2596.jpg,802596,105576,sec. VI a.C.,1874-1899,1874,1899,,"N° 468 of Sparta Museum. / A relief of good Attic style. / It represents a young woman offering a libation to Apollo Kitharoedes. / On the ground between the 2 figures appears the omphalos of Delphi with the two eagles"".",complete
2377,182121,sup 2597,PA_Grecia II 056,Grecia,Sparta,Museo Archeologico ,,,Anonimo,,,Anonimo sec. IV a.C.,scultura,Arte greca,rilievo,,,Fotografia incollata su cartoncino; supporto secondario mm 313x381.,"Foto sup 2596, verso del supporto secondario: nota anonima manoscritta: ""N° 468 of Sparta Museum. / A relief of good Attic style. / It represents a young woman offering a libation to Apollo Kitharoedes. / On the ground between the 2 figures appears the omphalos of Delphi with the two eagles"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2597.jpg,802597,105577,sec. IV a.C.,1874-1899,1874,1899,,,missing
2378,182123,sup 2598,PA_Grecia II 057,Grecia,Micene,,,,Anonimo,The postern at Mykenai,Mura ciclopiche,Maestranze sec. XV/ XIII a.C.,architettura,Arte micenea,cinta muraria,168,Mahaffy J. P.  | 1892,Fotografia incollata su cartoncino; supporto secondario mm 312x383.,"Foto sup 2598, verso del supporto secondario: nota anonima manoscritta: ""The postern at Mykenai. / It consist, says Mahaffy, merely of 3 stones, but these so massive / and so beautifully hewn and fitted, as to be a structure / hardly less striking than the lion gate. At about half the depth / of these huge blocks there is a rectangular groove, ant down both sides / and along the top, in order to hold the door"".
&#10;Foto sup 2601, verso del supporto secondario: nota anonima manoscritta: ""Mykenai. Cyclopean walls"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2598.jpg,802598,105578,sec. XV/ XIII a.C.,1855-1899,1870,1899,,"The postern at Mykenai. / It consist, says Mahaffy, merely of 3 stones, but these so massive / and so beautifully hewn and fitted, as to be a structure / hardly less striking than the lion gate. At about half the depth / of these huge blocks there is a rectangular groove, ant down both sides / and along the top, in order to hold the door"".
",complete
2379,182128,sup 2599,PA_Grecia II 058,Grecia,Messene,,,,Anonimo,Messene. 370 B.C. The Arcadian Gate,Porta d'Arcadia,Maestranze sec. IV a.C.,architettura,Arte greca,porta,,Mahaffy J. P.  | 1892,Fotografia incollata su cartoncino; supporto secondario mm 311x381.,"Foto sup 2599, verso del supporto secondario: nota anonima manoscritta: ""Messene 370 B.C. / The Arcadian gate. The central stone of the inner door, as shown in photo, / is 6 yards in lenght. The gate is a double portal. / ""The walls of Massene were beautifully built with towers at intervals / and gates for sallies. The best extant gate is called the Arcadian and consists / of an outer and an inner pair of folding doors enclosing a large round / chamber for the guard. The size of the doorposts and of their lintels is gigantic / and shows that neither time not labor was spared to make Messene a stately / strong hold"". Mahaffy. See Murray for details, also Schreiber, Atlas Classical / Antiquities"".
&#10;Foto sup 2660, verso del supporto secondario: nota anonima manoscritta: ""Messene. / The city was rebuilt and fortified by Epaminondas in 370 B.C."".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2599.jpg,802599,105580,sec. IV a.C.,1855-1899,1860,1899,,"Messene 370 B.C. / The Arcadian gate. The central stone of the inner door, as shown in photo, / is 6 yards in lenght. The gate is a double portal. / ""The walls of Massene were beautifully built with towers at intervals / and gates for sallies. The best extant gate is called the Arcadian and consists / of an outer and an inner pair of folding doors enclosing a large round / chamber for the guard. The size of the doorposts and of their lintels is gigantic / and shows that neither time not labor was spared to make Messene a stately / strong hold"". Mahaffy. See Murray for details, also Schreiber, Atlas Classical / Antiquities"".
",complete
2380,182129,sup 2600,PA_Grecia II 059,Grecia,Micene,,,,Anonimo,"Mykenae, Gate of Lions",Porta dei Leoni,Maestranze sec. XIV a.C.,architettura,Arte micenea,porta,1,,Fotografia incollata su cartoncino; supporto secondario mm 314x381.,"Foto sup 2637, verso del supporto secondario: nota anonima manoscritta: ""Mykenai. The gate of Lions. The big stones of conglomerate, the lions of blue limestone. / The entrance is 10'8"" high by 9'6"" at top and 10'3"" below. The lintle is 15ft. long, 8'wide and / 4 ft. high at its centre. The relief of the lions is 12 ft. at base, 10 ft. in height and 2 ft. deep. / The heads of the lions now wanting were very small and turned to the [...]. They were / fastened to the stone [...]. / The French officers of the expedition in the Morea were deceived by the heraldic aspect / of the lions and called the gate a monument of medieval art"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2600.jpg,802600,105579,sec. XIV a.C.,1855-1899,1870,1899,,,missing
2381,182130,sup 2601,PA_Grecia II 060,Grecia,Micene,,,,Anonimo,Mykenai. Cyclopean walls,Mura ciclopiche,Maestranze sec. XV/ XIII a.C.,architettura,Arte micenea,cinta muraria,,Mahaffy J. P.  | 1892,Fotografia incollata su cartoncino; supporto secondario mm 317x381.,"Foto sup 2598, verso del supporto secondario: nota anonima manoscritta: ""The postern at Mykenai. / It consist, says Mahaffy, merely of 3 stones, but these so massive / and so beautifully hewn and fitted, as to be a structure / hardly less striking than the lion gate. At about half the depth / of these huge blocks there is a rectangular groove, ant down both sides / and along the top, in order to hold the door"".
&#10;Foto sup 2601, verso del supporto secondario: nota anonima manoscritta: ""Mykenai. Cyclopean walls"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2601.jpg,802601,105578,sec. XV/ XIII a.C.,1855-1899,1870,1899,,"Mykenai. Cyclopean walls"".",complete
2382,182132,sup 2602,PA_Grecia II 061,Grecia,Micene,,,,Anonimo,Mykenai. Cyclopean wall,Mura ciclopiche,Maestranze sec. XV/ XIII a.C.,architettura,Arte micenea,cinta muraria,81,Mahaffy J. P.  | 1892,Fotografia incollata su cartoncino; supporto secondario mm 311x381.,"Foto sup 2598, verso del supporto secondario: nota anonima manoscritta: ""The postern at Mykenai. / It consist, says Mahaffy, merely of 3 stones, but these so massive / and so beautifully hewn and fitted, as to be a structure / hardly less striking than the lion gate. At about half the depth / of these huge blocks there is a rectangular groove, ant down both sides / and along the top, in order to hold the door"".
&#10;Foto sup 2601, verso del supporto secondario: nota anonima manoscritta: ""Mykenai. Cyclopean walls"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2602.jpg,802602,105578,sec. XV/ XIII a.C.,1855-1899,1870,1899,,,missing
2383,182133,sup 2603,PA_Grecia II 062,Grecia,Micene,,,,Anonimo,Mykenai. Postern,Mura ciclopiche,Maestranze sec. XV/ XIII a.C.,architettura,Arte micenea,cinta muraria,168,Mahaffy J. P.  | 1892,Fotografia incollata su cartoncino; supporto secondario mm 311x380.,"Foto sup 2598, verso del supporto secondario: nota anonima manoscritta: ""The postern at Mykenai. / It consist, says Mahaffy, merely of 3 stones, but these so massive / and so beautifully hewn and fitted, as to be a structure / hardly less striking than the lion gate. At about half the depth / of these huge blocks there is a rectangular groove, ant down both sides / and along the top, in order to hold the door"".
&#10;Foto sup 2601, verso del supporto secondario: nota anonima manoscritta: ""Mykenai. Cyclopean walls"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2603.jpg,802603,105578,sec. XV/ XIII a.C.,1855-1899,1870,1899,,,missing
2384,182134,sup 2604,PA_Grecia II 063,Grecia,Atene,,,,Anonimo,Athens. The Pnyx,Resti dell'Ecclesia sulla collina Pnice,Maestranze sec. IV a.C.,architettura,Arte greca,palazzo,53,,Fotografia incollata su cartoncino; supporto secondario mm 312x382.,,\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2604.jpg,802604,105581,sec. IV a.C.,1855-1899,1870,1899,,,missing
2385,182135,sup 2605,PA_Grecia II 064,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),,Collection Merlin. Athenes,"Merlin, Carl Prior",,,Anonimo sec. II a.C./ I,scultura,Arte greca,statua,,,Fotografia incollata su cartoncino; supporto secondario mm 380x312.,"Foto sup 2605, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum. Athens. N° 681. / The upper part of a statuette (46 inches) of a seated Aphrodite. / She was found at Lebadeia and is of Roman times"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2605.jpg,802605,105582,sec. II a.C./ I,1855-1899,1860,1899,,"Ethnic Museum. Athens. N° 681. / The upper part of a statuette (46 inches) of a seated Aphrodite. / She was found at Lebadeia and is of Roman times"".",complete
2386,182138,sup 2606,PA_Grecia II 065,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),Atene | 1888,,Anonimo,,,Anonimo sec. II a.C,scultura,Arte ellenistica,statua,,NR,Fotografia incollata su cartoncino; supporto secondario mm 381x312.,"Foto sup 2606, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum. n° 258. / Half statue of Asklepios found near the Piraeus in 1888. / Of pentelic marble. The eyes were inserted. Of good art of 3.d century B.C."".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2606.jpg,802606,105583,sec. II a.C.,1855-1899,1888,1899,,"Ethnic Museum. n° 258. / Half statue of Asklepios found near the Piraeus in 1888. / Of pentelic marble. The eyes were inserted. Of good art of 3.d century B.C."".",complete
2387,182139,sup 2607,PA_Grecia II 066,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),Lycosoura,,Anonimo,Ethnic Museum Athens. Colossal head of the Titan Anytos,,Damofonte di Messene,scultura,Arte ellenistica,statua,,,"Fotografia incollata su cartoncino; supporto secondario mm 381x312.
Cfr. https://www.academia.edu/970777/National_Museums_in_Greece_history_ideology_narratives","Foto sup 2607, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum, Athens. N° 225a. / Colossal head of the titan Anylos from Lycosoura. / This Anytos was le Pèere nouricier of Despoinae (Artemis)"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2607.jpg,802607,105584,sec. II a.C.,1881-1899,1881,1899,,"Ethnic Museum, Athens. N° 225a. / Colossal head of the titan Anylos from Lycosoura. / This Anytos was le Pèere nouricier of Despoinae (Artemis)"".",complete
2388,182140,sup 2608,PA_Grecia II 067,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),Lycosoura,,Anonimo,Ethnic Museum Athens. Portion of garment of Despoina from Lycosoura,,Damofonte di Messene,scultura,Arte ellenistica,statua,,,"Fotografia incollata su cartoncino; supporto secondario mm 380x312.
Cfr. https://www.academia.edu/970777/National_Museums_in_Greece_history_ideology_narratives","Foto sup 2608, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum, Athens. N° 225a. / Portion of garment of Despoina from Lycosoura. / Overbeek and with him Collignon put these statues to the second century. / Collignon says that by this garment the works must be of late date. / Kavvadias assign them to the 4th. cent.y B.C."".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2608.jpg,802608,105585,sec. II a.C.,1881-1899,1881,1899,,"Ethnic Museum, Athens. N° 225a. / Portion of garment of Despoina from Lycosoura. / Overbeek and with him Collignon put these statues to the second century. / Collignon says that by this garment the works must be of late date. / Kavvadias assign them to the 4th. cent.y B.C."".",complete
2389,182141,sup 2609,PA_Grecia II 068,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),Lycosoura,,Anonimo,Ethnic Museum Athens. Colossal head of Demeter,,Damofonte di Messene,scultura,Arte ellenistica,statua,,,"Fotografia incollata su cartoncino; supporto secondario mm 380x312.
Cfr. https://www.academia.edu/970777/National_Museums_in_Greece_history_ideology_narratives","Foto sup 2609, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum, Athens. / Colossal head of Demeter, found in the temple of / Despoina (Persephone) at Lykosoura in Arcadia. / Of the statues found at Lykosoura says Pausanias: elles sont l'ouvrage de Damophon. Déméter porte un flambeau / de la main droite et tient l'outre etendue sur Despoina; celle ci tient un sceptre de la main gauche; Artemis est ..."".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2609.jpg,802609,105586,sec. II a.C.,1881-1899,1881,1899,,"Ethnic Museum, Athens. / Colossal head of Demeter, found in the temple of / Despoina (Persephone) at Lykosoura in Arcadia. / Of the statues found at Lykosoura says Pausanias: elles sont l'ouvrage de Damophon. Déméter porte un flambeau / de la main droite et tient l'outre etendue sur Despoina; celle ci tient un sceptre de la main gauche; Artemis est ..."".",incomplete
2390,182143,sup 2610,PA_Grecia II 069,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),Lycosoura,,Anonimo,Ethnic Museum Athens. Colossal head of Artemis from Lycosoura,,Damofonte di Messene,scultura,Arte ellenistica,statua,,,"Fotografia incollata su cartoncino; supporto secondario mm 382x313.
Cfr. https://www.academia.edu/970777/National_Museums_in_Greece_history_ideology_narratives",,\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2610.jpg,802610,105587,sec. II a.C.,1881-1899,1881,1899,,,missing
2391,182151,sup 2611,PA_Grecia II 070,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),,,Anonimo,Ethnic Museum Athens... Orphée jouant de la lyre,,Anonimo sec. I a.C./ I,scultura,Arte greca,candelabro,236,,Fotografia incollata su cartoncino; supporto secondario mm 380x312.,"Foto sup 2611, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum, Athens. N° 1600a. / Orphée jouant la lyre, ouvre d'une très basse époque. / He may represent Jesus Christ"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2611.jpg,802611,105588,sec. I a.C./ I,1855-1899,1860,1899,,"Ethnic Museum, Athens. N° 1600a. / Orphée jouant la lyre, ouvre d'une très basse époque. / He may represent Jesus Christ"".",complete
2392,182152,sup 2612,PA_Grecia II 071,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),,,Anonimo,Ethnic Museum Athens. Sphynx,,Anonimo sec. I a.C./ I,scultura,Arte greca,statuetta,29,,Fotografia incollata su cartoncino; supporto secondario mm 380x312.,"Foto sup 2612, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum, Athens. / Sphinx of quite late art, beastly decadence"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2612.jpg,802612,105589,sec. I a.C./ I,1855-1899,1860,1899,,"Ethnic Museum, Athens. / Sphinx of quite late art, beastly decadence"".",complete
2393,182154,sup 2613,PA_Grecia II 072,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),,,Anonimo,"Ethnic Museum, Athens. Three heads...Below 4 statuettes of Asklepios and 1 of Hygia",,Anonimo sec. I a.C./ I,scultura,Arte greca,scultura,,,"Fotografia incollata su cartoncino; supporto secondario mm 380x312.
Cfr. https://www.academia.edu/970777/National_Museums_in_Greece_history_ideology_narratives","Foto sup 2613, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum, Athens. / Three heads: the woman's of Greek, the men's of Roman times. / Below 4 statuettes of Asklepios and 1 of Hygia from Epidauros"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2613.jpg,802613,105590,sec. I a.C./ I,1881-1899,1881,1899,,"Ethnic Museum, Athens. / Three heads: the woman's of Greek, the men's of Roman times. / Below 4 statuettes of Asklepios and 1 of Hygia from Epidauros"".",complete
2394,182154,sup 2613,PA_Grecia II 072,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),,,Anonimo,"Ethnic Museum, Athens. Three heads...Below 4 statuettes of Asklepios and 1 of Hygia",,Anonimo sec. I a.C./ I,scultura,Arte greca,scultura,,,"Fotografia incollata su cartoncino; supporto secondario mm 380x312.
Cfr. https://www.academia.edu/970777/National_Museums_in_Greece_history_ideology_narratives","Foto sup 2613, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum, Athens. / Three heads: the woman's of Greek, the men's of Roman times. / Below 4 statuettes of Asklepios and 1 of Hygia from Epidauros"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2613.jpg,802613,105590,sec. I a.C./ I,1881-1899,1881,1899,,"Ethnic Museum, Athens. N° 36. / An archaic low relief of pentelic marble resembling / that called L'exaltation de la fleur in the Louvre / and that called Leucothea in the Villa Albani"".",complete
2395,182157,sup 2614,PA_Grecia II 073,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),,,Anonimo,,,Anonimo sec. VI a.C.,scultura,Arte greca,rilievo,167,,"Fotografia incollata su cartoncino; supporto secondario mm 312x380.
Cfr. https://www.academia.edu/970777/National_Museums_in_Greece_history_ideology_narratives","Foto sup 2613, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum, Athens. N° 36. / An archaic low relief of pentelic marble resembling / that called L'exaltation de la fleur in the Louvre / and that called Leucothea in the Villa Albani"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2614.jpg,802614,105591,sec. VI a.C.,1881-1899,1881,1899,,,missing
2396,182168,sup 2504,PA_Grecia I 137,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),,,Anonimo,,,Anonimo sec. IV a.C.,scultura,Arte greca,stele funeraria,,NR,Fotografia incollata su cartoncino; supporto secondario mm 380x312.,"Foto sup 2504, verso del supporto secondario: nota anonima manoscritta: ""N° 831. Very fine stele, but much broken; found in 1819 near the Hagia Triada. Before the seated Phrasikleia stands her headless child and further to the right a young girl with a jewel box. Good art of the 4.th century"".",\FONDO_SUPINO\Altri_paesi\Grecia I\sup 2504.jpg,802504,105853,sec. IV a.C.,1855-1899,1860,1899,,"N° 831. Very fine stele, but much broken; found in 1819 near the Hagia Triada. Before the seated Phrasikleia stands her headless child and further to the right a young girl with a jewel box. Good art of the 4.th century"".",complete
2397,182169,sup 2505,PA_Grecia I 138,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),,,Anonimo,,,Anonimo sec. V a.C.,scultura,Arte greca,stele funeraria,,NR,Fotografia incollata su cartoncino; supporto secondario mm 380x312.,"Foto sup 2505, verso del supporto secondario: nota anonima manoscritta: ""N° 828. Stele of horseman found near Thespiai in 1814. The rein was painted. Circa 450 B.C. Fr. Wolters N° 48"".",\FONDO_SUPINO\Altri_paesi\Grecia I\sup 2505.jpg,802505,105854,sec. V a.C.,1855-1899,1860,1899,,"N° 828. Stele of horseman found near Thespiai in 1814. The rein was painted. Circa 450 B.C. Fr. Wolters N° 48"".",complete
2398,182170,sup 2618,PA_Grecia II 074,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),Orchomenós,,Anonimo,,,Anonimo sec. VI a.C.,scultura,Arte greca,statua,156,Wolters P./ Friederichs K. | 1885,"Fotografia incollata su cartoncino; supporto secondario mm 380x312.
Cfr. https://www.academia.edu/970777/National_Museums_in_Greece_history_ideology_narratives","Foto sup 2618, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum Athens. N° 9. / The apollo of Orchomenos of Boetia near lake Copais; / Life size; stone Boetian. Fr. Wolt. N° 43"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2618.jpg,802618,105592,sec. VI a.C.,1881-1899,1881,1899,,"Ethnic Museum Athens. N° 9. / The apollo of Orchomenos of Boetia near lake Copais; / Life size; stone Boetian. Fr. Wolt. N° 43"".",complete
2399,182171,sup 2620,PA_Grecia II 075,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),,,Anonimo,"Ethnic Museum, Athens... Seated figure",,Anonimo sec. VI a.C.,scultura,Arte greca,statua,153,,"Fotografia incollata su cartoncino; supporto secondario mm 380x313.
Cfr. https://www.academia.edu/970777/National_Museums_in_Greece_history_ideology_narratives","Foto sup 2620, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum Athens. N°6. / Seated figure found in Arcadia in 1868. / She is life size, of Laconic marble and resembles / those from Miletus now in Br. Museum"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2620.jpg,802620,105593,sec. VI a.C.,1881-1899,1881,1899,,"Ethnic Museum Athens. N°6. / Seated figure found in Arcadia in 1868. / She is life size, of Laconic marble and resembles / those from Miletus now in Br. Museum"".",complete
2400,182172,sup 2562,PA_Grecia II 021,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),,,Anonimo,,,Anonimo sec. V a.C.,scultura,Arte greca,stele funeraria,4,NR,"Fotografia incollata su cartoncino; supporto secondario mm 382x315.
Verso del supporto secondario, nota anonima manoscritta: ""26"".","Foto sup 2563, verso del supporto secondario: nota anonima manoscritta: ""11. Keramica. Sepulchral monument of Hegeso, daughter of Proxenos. Fr. Wolters N° 1030. Also Lucy Mitchell. Date circa 400"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2562.jpg,802562,105855,sec. V a.C.,1870-1889,1870,1899,,,missing
2401,182173,sup 2563,PA_Grecia II 022,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),,,Anonimo,,,Anonimo sec. V a.C.,scultura,Arte greca,stele funeraria,,NR,"Fotografia incollata su cartoncino; supporto secondario mm 379x317.
Verso del supporto secondario, nota anonima manoscritta: ""26"".","Foto sup 2563, verso del supporto secondario: nota anonima manoscritta: ""11. Keramica. Sepulchral monument of Hegeso, daughter of Proxenos. Fr. Wolters N° 1030. Also Lucy Mitchell. Date circa 400"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2563.jpg,802563,105855,sec. V a.C.,1870-1889,1870,1899,,"11. Keramica. Sepulchral monument of Hegeso, daughter of Proxenos. Fr. Wolters N° 1030. Also Lucy Mitchell. Date circa 400"".",complete
2402,182175,sup 2564,PA_Grecia II 023,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),,,Anonimo,,,Anonimo sec. V a.C.,scultura,Arte greca,stele funeraria,52,NR,"Fotografia incollata su cartoncino; supporto secondario mm  383x313.
Verso del supporto secondario, nota anonima manoscritta: ""26"".","Foto sup 2563, verso del supporto secondario: nota anonima manoscritta: ""11. Keramica. Sepulchral monument of Hegeso, daughter of Proxenos. Fr. Wolters N° 1030. Also Lucy Mitchell. Date circa 400"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2564.jpg,802564,105855,sec. V a.C.,1870-1889,1870,1899,,,missing
2403,182176,sup 2622,PA_Grecia II 076,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),Melos | 1891,,Anonimo,"Ethnic Museum, Athens. No. 10a. The Apollo of Melos",Kouros di Melos,Anonimo sec. VI a.C.,scultura,Arte greca,statua,,,Fotografia incollata su cartoncino; supporto secondario mm 379x311.,"Foto sup 2622, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum Athens. N° 10a. / The Apollo of Melos found in 1891. / C'est un ouvre de transition entre celui de Ptoos / et celui de Théra. He is made of Naxian marble / and his feet have been added"".
&#10;La foto sup 2634 mostra l'opera nel suo allestimento ottocentesco: cfr. nota anonima manoscritta sul verso del supporto secondario: ""Ethnic Museum, Athens. / Archaic room showing the archaic so called Apollos"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2622.jpg,802622,105594,sec. VI a.C.,1891-1899,1891,1899,,"Ethnic Museum Athens. N° 10a. / The Apollo of Melos found in 1891. / C'est un ouvre de transition entre celui de Ptoos / et celui de Théra. He is made of Naxian marble / and his feet have been added"".
",complete
2404,182177,sup 2567,PA_Grecia II 025,Grecia,Atene,Museo Archeologico Nazionale,Olimpia,,Anonimo,,,Anonimo sec. V a.C.,scultura,Arte greca,statua,,Wolters P./ Friederichs K. | 1885,Fotografia incollata su cartoncino; supporto secondario mm 382x311.,"Foto sup 2567, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Archaic bronze head of Zeus. It is half life size. The eyes were let in. Frie. Wolters N° 311"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2567.jpg,802567,105856,sec. V a.C.,1855-1899,1866,1899,,"Olympia. Archaic bronze head of Zeus. It is half life size. The eyes were let in. Frie. Wolters N° 311"".",complete
2405,182179,sup 2624,PA_Grecia II 077,Grecia,Atene,Museo Archeologico Nazionale (Ethnikó Arheologikó Mussío),Melos | 1891,,Anonimo,"Ethnic Museum, Athens. No. 10a. The Apollo of Melos",Kouros di Melos,Anonimo sec. VI a.C.,scultura,Arte greca,statua,,,Fotografia incollata su cartoncino; supporto secondario mm 380x312.,"Foto sup 2622, verso del supporto secondario: nota anonima manoscritta: ""Ethnic Museum Athens. N° 10a. / The Apollo of Melos found in 1891. / C'est un ouvre de transition entre celui de Ptoos / et celui de Théra. He is made of Naxian marble / and his feet have been added"".
&#10;La foto sup 2634 mostra l'opera nel suo allestimento ottocentesco: cfr. nota anonima manoscritta sul verso del supporto secondario: ""Ethnic Museum, Athens. / Archaic room showing the archaic so called Apollos"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2624.jpg,802624,105594,sec. VI a.C.,1891-1899,1891,1899,,,missing
2406,182180,sup 2566,PA_Grecia II 026,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Maestro di Olimpia,scultura,Arte greca,statua,,,Fotografia incollata su cartoncino; supporto secondario mm 383x311.,"Foto sup 2566, verso del supporto secondario: nota anonima manoscritta: ""Olympia. West front of temple of Zeus; fragment from tympanon. Head of Apollon"".
&#10;Foto sup 2583, verso del supporto secondario: nota anonima manoscritta: ""Olympia. Apollo from west fronton of temple of Zeus"". ",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2566.jpg,802566,105857,sec. V a.C.,1855-1899,1855,1899,,"Olympia. West front of temple of Zeus; fragment from tympanon. Head of Apollon"".
",complete
2407,182182,sup 2568,PA_Grecia II 027,Grecia,Olimpia,Museo Archeologico ,,,Anonimo,,,Maestro di Olimpia,scultura,Arte greca,statua,80,,Fotografia incollata su cartoncino; supporto secondario mm 383x311.,"Foto sup 2568, verso del supporto secondario: nota anonima manoscritta: ""Olympia. West front of temple of Zeus; fragment from tympanum. The head is that of Perithoos"".
&#10;Foto sup 2569, verso del supporto secondario: nota anonima manoscritta: ""Olympia. West front of temple of Zeus; fragment from Tympanum. The head is that of the bridegroone Peirithoos defending his Sponse, Deidamia"".",\FONDO_SUPINO\Altri_paesi\Grecia II\sup 2568.jpg,802568,105858,sec. V a.C.,1855-1899,1855,1899,,"Olympia. West front of temple of Zeus; fragment from tympanum. The head is that of Perithoos"".
",complete
