,Unnamed: 0.1,Inv,Note,status
1523,1523,sup 2834,"Central Museum, Athens. / Bas relief of Dionysos on a bed with a rhyton in his hand and a / girl at his feet. Is is called that of the actresses, 3 of whom stand to the / right with mask and tympanon. The inscription, Dionysus, paideia / (a young girl), is of much later date than the bas relief which some think / to be of 4th. century"".",complete
1524,1524,sup 2968,"British Museum. A good copy of Poliklets Diadumenos, which Sir C. Newton bought at Vaison for 20,000 or 25,000 francs"".",complete
1525,1525,sup 2991,"British Museum. Mausoleum Room. Eastern side of frieze of monument. Combat between Greeks and Amazons. The young nude warrior is very fine; by Scopas; N. 8. Fr. + Wolt. N. 1230 and other"".",complete
1526,1526,sup 2960,"British Museum. Demeter from the studio of Praxiteles, if not be, the Master himself. The head is of marble and the body of limestone. The face expresses the grief of a mother deprived of her daughter combined with the dignity of a Goddess. Sir Charles Newton brought her from Cnidos. The body is too short from the bosom to the [...] Miss Sellers says the statue is by Scopas. Pater says, she reminds him of la Vierge des balances, of the school of Lionardo, in the Louvre"".",incomplete
1527,1527,sup 2977,"British Museum, head of Apollo Musagetes, copy of a head of a statue probably by Scopas"".",complete
1528,1528,sup 2979,"British Museum. Archaistic statue of Artemis from Rome. The modern head has been inserted"".",complete
1529,1529,sup 2835,"N° 1450. Central Museum. / Nude youth with horse and snake. Of Roman times. / This relief come from Loukon in Laconia and belongs to the series in which the dead man is represented as a hero"".",complete
1530,1530,sup 2836,"Without number. Central Museum, Athens. / Relief of Agakles"".",complete
1531,1531,sup 2837,"N° 870 of N. Cat.e Central Museum, Athens. / A duplicate"".
",complete
1532,1532,sup 2840,"N° 870 of N. Cat. / Central Museum, Athens. / Quite lately brought into Museum. / A beautiful work of Hellenistic times found at Athens""",complete
1533,1533,sup 2962,"British Museum. Elgin room. Asklepios Blacas, found in the shrine of A. at Melos in 1828. Of 5 th. century and made up of pieces. A heavy metal wreath was fastened round the head; rivets still there. Votive inscriptions to A. and Hygieia also found there. Friederichs Wolters who put it in the 4 th. century"".",complete
1534,1534,sup 2838,"N° 1192. Central Museum. Athens. / Stele of Artemidoros. / He is spearing a wild boar. From an olive hangs a basket / containing a hare. Goass in the foreground. / Late art"".",complete
1535,1535,sup 2953,"British Museum. The reliefs of this tomb were all colored; the field a bright blue and traces of red and even scarled have been found on the raised surfaces. Below the deitys chair is a small bear, the meaning of which has not been explained. The winged female figures are not harpies, but death genii, carring off the souls of the ..."".",incomplete
1536,1536,sup 2930,"British Museum. This fine lion originally surmounted a Doric tomb which stood on a promontory a little to the east of Cnidos, and which originally consisted of a square basament surrounded by a Doric columnade [i.e. column] and surmounted by a pyramid. The tomb contained a circular chamber within which were 11 cells or loculi. Sir C. Newton ..."".",incomplete
1537,1537,sup 2957,"British Museum. Athenian stele. Of circa 400 small, 30 inches by 18. Said to came from Jersey"".",complete
1538,1538,sup 2839,"N° 154. Central Museum. Now 743. of N. Cat.e / Damaistrate of Polykleidos. / Of good period, found at the Peiraeus in 1838"".",complete
1539,1539,sup 2929," British Museum. Small bronzes. 1 and 3 Herakles or Athlete from Woodhouse Collection. 2 Aphrodite Persephone ? inscribed Aristomacha, dedicated to Eleuthia; she holds a flower in her right hand. From Townley collection. 4 Archaic female figure holding a flower in her right hand. From Woodhouse collection. 5 Apollo, supposed to be a copy ..."".",incomplete
1540,1540,sup 2841,"N° 127. New Cat.e of Central or National Museum. / A crater found in Attica and formerly in Finlays collection. / On it is represented the story of Athene, Marsyas and her flutes"".",complete
1541,1541,sup 2967,"The Strangford Apollo or Athleta of the British Museum. In 1864 he was stated to came from Lemnos, but he is also said to have been found in Anaphe, an island near Santorin. Fr. Wolters N. 89 consider him to be of the school and of the period of the Aeginetan sculptures say circa 485. Round the tainia (fillet) are 5 holes for a bronze wreath"".",complete
1542,1542,sup 2998,"British Museum. Archaic female head of 6 th. century. It was presented by the heirs of R. Webb, who travelled in Greece in 1840. Collignon says of its style that it is that of ""ionisme finissant"", and dates it at circa 510 B. C. He thinks it may even be of prehistoric times, and like that Antenors grand woman in the Akropolis Museum ..."".",incomplete
1543,1543,sup 2842,"N. Mus.m 2. Now 715 of Central Museum. / Sepulchral Monument of a youth. / From Lamia. The cat is curious, as it is generally supposed / that the early Greeks had no cats. Still an individual cat may have been brought from Egypt. / They say now that the stele was found in Aegina before 1829. / Marble pentelic. / Fr. and Wolters. N° 1012"".",complete
1544,1544,sup 2843,"N° 712. Central Museum, Athens. / Stele of Aristeus Iphistiades and others. / Of pentelic marble; found at Athens in 1885. / From the lettering it seems to be of the middle of the 5th. cent.y B.C"".",complete
1545,1545,sup 2928,"British Museum. Metopes from the Parthenon. Metope N. 6. The head of the Centaur is in the Akropolis Museum, the head of the Lapith is in the Louvre; Walstein identified it. Said to be the finess of the Metopes"".",complete
1546,1546,sup 2844,"N° 738. Central Museum, Athens. / Aristonautes Archenauto Alaieus. / Found at Athens in 1861 near church of Hagia Triada. / Of the 3.d century before Christ"".",complete
1547,1547,sup 2845,"N° 740. 741. 742. of New Cat. Central Museum. / 740. Lower part of a stele representing a woman holding a young hare. / Found at Kesserli near Larissa of Thessay in 1883. Art of about 450 B.C. / 741. Large stele found in Jewrish cemetery of Larissa in 1881. White marble. / A youth wearing the petassos on his head carries a young hare in his right / hand. [...] , the initial letters of Sesou Christou have been engraved on / the stele [...] of the 5th century before Ch. / 742. Large stele found at Thespiae in 1884 of white marble. / His of the 5th Century B.C. tho' retouched in Roman times. / The art resembles that of Donatello"".",incomplete
1548,1548,sup 2846,"N° 736. Central Museum, Athens. / Found in the plain not far from Eleusis in 1876. / Epikaris, the father / Platon, the son. / Of the 3d. century before Christ. Pentelic marble"".",complete
1549,1549,sup 2847,"N° 744. N. Cat. Central Museum. / A woman backed by an anthemion. / Found in 1856 in Attica. Marble, pentelic; style that of about / 400 years B.C. Fried. Wolters N° 1120"".",complete
1550,1550,sup 2961,"British Museum. N. 208. Archaic, or archaistic, head of Apollo, brought from Rome by Lord Cawdor and purchased by Townley. It is a copy of an archaic bronze, and probably by an artist of the time of Kanachos"".",complete
1551,1551,sup 2848," N. Mus. 4. Now N.° 718 of Central Museum. / Sepulchral relief of Arneinokleia daughter of Andromenes. / From the Piraeus, where it was found in 1836. / Pentelic marble; period about 400 B.C. / Fr. Wolters N° 1032, also Lucy Mitchell"".",complete
1552,1552,sup 2999,"British Museum. Ephesus Room. Head of Perseus from Castellani Collection. Furtwrangler thinks it is a Work of Myron"".",complete
1553,1553,sup 3015,"British Museum. Beautiful archaistic head of an athlet lately acquired. N. 1209. It is said to be a copy of a head of the 5 th. cent. B. C."".",complete
1554,1554,sup 2959,"British Museum. Elgin room. Bust of Perikles as general, found in 1781 in villa of Cassius near Tivoli. It passed thro Gavin Hamilton and Townly to B. M. It is a Roman copy of an original of the 5 th. century B. C., circa 430, as Perikles is represented getting aged"".",complete
1555,1555,sup 2983,"British Museum. Metope N. 3 of the 15 in B. M. The victorians Centaur is going to smash the head of the Lapith with a Hydria he has snatched up from the banquet, just as the gentleman of the sister isle is said to do with the decanter after dinner. The two heads are casts from those at Copenhagen whether ..."".",incomplete
1556,1556,sup 2926,"British Museum. This is a replica of the so called Apollo on the omphalos. The two heads belonged to similar replicas"".",complete
1557,1557,sup 2927,"British Museum. Eastern frieze of Parthenon. Casts. Aphrodite and Eros holding a parasol"".",complete
1558,1558,sup 2984," British Museum. Head of Aphrodite from Sattala in Cappadocia. The colossal bronze statue ( 9 feet high) to which it belonged is thought to have been a copy of the Aphrodite of Cnidos by Praxiteles, the reason for which thought being that a bronze hand holding a fragment of a garment was found with it and that the A. of Cnidos had a similar motive. Bought by Sir Charles Newton from Castellani ; they say fot L. 10.000 [...]"".",incomplete
1559,1559,sup 2958,"British Museum. Nereid room. This Nereid is one of the 10 that stood in the intercolumnations of the monument discovered in 1838 by Sir Charles Fellows at Xanthos. It dates from circa 400 B. C., or a little later. Each figure has at her feet an animal as an emblem, the crab of Cos ..."".",incomplete
1560,1560,sup 3003,"British Museum. This head came from Lord Aberdeens collection and was formerly called that of a young Hercules. In 1886 Wolters discovered that it was Praxitelean. Miss Sellers put it by the side of the head of the Hermes of Olympia and found them amazingly similar. The head is of finest Parian marble and has holes in the hair for a wreath. Lechat says..."".",incomplete
1561,1561,sup 2850,"Number 728. Central Museum, Athens. / Funeral monument found at the Piraeus in 1837. Pentelic marble. / Good Greek art of probably the 4th. cent.y B.C."".",complete
1562,1562,sup 3001,"British Museum. Mausoleum room. The celebrated relief of a charioteer from frieze N. 2, called the chariotrace. He is by Scopas. See E. Gardner, Handbook of G. Sculp."".",complete
1563,1563,sup 2851,"N. Mus. 41. Now 752 of N. Cat. of Central Mus.m  / Sepulchral monument of Demokleides, a mariner, son of Demetrius. / He is seated on the bows of his gallery. This monument was much painted. / Art of the first half of the 4th. centry. Fried. Wolters N° 1009"".",complete
1564,1564,sup 2989,"British Museum. Phigaleian frieze. N. 527. A centaur bites a Lapith in the neck. This frieze was inside the temple contrary to that of the Parthenon that was outside. The temple was hypaethral so that these high reliefs must have been very effective. Fr. + Wolt. 883-905"".",complete
1565,1565,sup 2986,"British Museum, Mausoleum Room. Eastern frieze of Mausoleum. Combat of Greeks and Amazons; by Scopas; the semi nude Amazon is particularly fine. N. 9, Newton saw her in the Museum of S.a Irene, Constant."".",complete
1566,1566,sup 2852,"N° 725 of N. Cat.e Central Museum, Athens. / Miltiades Eupraxis. / Husband and wife. / Of later Greek times; of pentelic marble and found in 1852 in the Piraeus"".",complete
1567,1567,sup 2932,"Dover. Roman Pharos. The upper part is a medioeval addition"".
",complete
1568,1568,sup 3056,"Dover Castle. Roman Pharos and British (?) Church"".",complete
1569,1569,sup 2935,"Interior court of Carnarvon Castle"". ",complete
1570,1570,sup 3068,"Petrie (Irish roun tower) thinks this Scotch tower of the year 1020 and erected by Irish architects. There is a more perfect tower at Brechin. There are the only two round towers in Scotland; there is a third in Orkney"". ",complete
1571,1571,sup 3059,"St. Andrews. Romanesque basilica and tower of St. Regulus (St. Rule) founded 1127-1144. There was originally a chapel to the west of the tower, date unknow. St. Regulus, a Greek monk, says Boece, brought the relics of St. Andrews in the 4 th. century from Patras to the far north to convent there with the barbarons nations, a pleasing myth"".",complete
1572,1572,sup 3062,"Conway Castel"".",complete
1573,1573,sup 3058,"Christ Church, Hants, The Pole chancel"".
",complete
1574,1574,sup 3057,"Christ Church, Hants, norman Tower of northern tramsept"". ",complete
1575,1575,sup 3060,"St. Andrews, Central portal of west front, later than 1159, date of foundation of Chatedral, which was not completed till 1319"".",complete
1576,1576,sup 3048,"York. Micklegate Bar, where Richard the Protectors head was set up. Arch probably Norman. Its barbican was removed in 1826"".
",complete
1577,1577,sup 3050,"York. Bootham Bar, anciently called Galmanhithe. Arch Norman"".",complete
1578,1578,sup 3049,"Walmgate Bar. This is the only bar in the walls of York with a Barbican. The bar is of the end of the 13 th. century and the original barbican of the 14 th., but rebuilt in 1648"".",complete
1579,1579,sup 3055,"York. Monk Bar so called after general Monk. Of old it was called Goodramgate bar, the street into which it opens being named Goodramgate, that is Gathrum gade, after the Danish King of that name. Gade is a street; we have it in Ramsgate, Masgate, etc. The Barbican of the bar was removed in 1815, the ..."".
",incomplete
1580,1580,sup 2933,"Plas - Mawr - Conway"".",complete
1581,1581,sup 3064,"West Malling Abbey"".",complete
1582,1582,sup 3036,"Madonna, Sassoferrato, Venezia""",complete
1583,1583,sup 3018,"Perugino, National Gallery, bought from Duke Melzi in 1850, from the Certosa di Pavia"". ",complete
1584,1584,sup 3021,"he Garvagh Madonna, National Gallery"". ",complete
1585,1585,sup 3024,"Rembrandt, National Gallery"".",complete
1586,1586,sup 3026,"Correggio, National Gallery"".",complete
1587,1587,sup 3027,"Correggio, National Gallery"".",complete
1588,1588,sup 3028,"Correggio, National Gallery"".",complete
1589,1589,sup 3029,"Guercino, National Gallery"".",complete
1590,1590,sup 2853,"Athens. / Theatre of Dionysos"".",complete
1591,1591,sup 2854,"Athens. / The so called tomb of Kymon. / ""He was buried in front of the citadel beyond the road that crosses the koidè odòs, or / hollow way and opposite to him is buried his horse which had thrice ganied him / the prize at Olympia"". Herodotos. Erato. 103 / Here was the Melitian gate, where now is the little church of St. Demetrius, the / bombardeer. ai Melitides..."".",incomplete
1592,1592,sup 3032,"Luini, National Gallery"".",complete
1593,1593,sup 3033,"S.a Catarina, National Gallery"". ",complete
1594,1594,sup 3034,"Guido, National Gallery"". ",complete
1595,1595,sup 2856,"Athens. / The Propylaea from outside"".
",complete
1596,1596,sup 2857,"Athens. / The Propylaea from inside the Akropolis. Under the Frank dukes it was their residence / and caste, the north wing being their palace and the south wing the keep of the fortress. / On the column to the left is Pericles inscription"".",complete
1597,1597,sup 3035,"Francia, National Gallery"". ",complete
1598,1598,sup 1868,"Saint Victor, Marseille, a fine specimen of a fortified church. It has been much restored. Its crypt, of the 10 th. or 11 th. century, has portions very much older in which were found sarcophagi of the 4. th. and 5. th. centuries, now in the Chateau Borelli. The Abbey was fortified by its Abbot Guillaume de Grimoard in 1350. He was afterwards ..."".",incomplete
1599,1599,sup 1869,"The fortified palace of the Popes at Avignon. Its seven towers are Tromillas, built by John 21. (1316-1334), St. Jean, l'Estrapade St. Laurent ..."".",incomplete
1600,1600,sup 1871,"St. Remy. Sepulchral monument 50 feet high. Sex. 4. M. Julii C. F. parentibus suis. Date unknow, but probably the second century..."".",incomplete
1601,1601,sup 2859,"Athens. / The so called temple of the Winds, a water clock. /  Here in Turkish times the Derwishes used to dance. / Observe the drums of the columns of the old temples / used in the construction of the Acropolis wall. / By the anon.s Greek traveller of 1460 it is called the / school of Socrates. Up to the 17.th cent.y it was thought to / be his tomb"".",complete
1602,1602,sup 1875,"Tropaia Sebastou. The triumphal trophy erected by Augustus Caesar on the Alpe Summa (huc usque Italia ab hinc Gallia; see Itinerary of Antoninus) seven years before the Christian era. It bore an inscription, to be found in Pliny, enumerating the names of the 45 tribes conquered by him and sub imperium Romani populi redactae. Before 1869 ..."".",incomplete
1603,1603,sup 457,"Bas relief votif imitation du Style archaique says Frohner. It came from Villa Albani. It came from the Villa Albani"".",complete
1604,1604,sup 2003,"Arles. Museum. Sarcophagus of Phaedra and Hippolytus lately presented to the Museum. It is the gem of the collection"". ",complete
1605,1605,sup 1917,"This is a copy. The real Apostate is in the Louvre. This is not the case. Cluny has him"". ",complete
1606,1606,sup 2861,"746 of New Cat.e Central Museum. / Fragment of a sepulchral monument of a youth who / holds a bird in his left hand. / The relief is of pentelic marble and the art of good times"".",complete
1607,1607,sup 1920,"Statuette of a fighting man who may be Herakles. He hold in his left a fragment of an object with which to parry an attack. Fiedrichs says that it is a reduced copy of the work of a Onatas consecrated by the ..."".",incomplete
1608,1608,sup 1923,"This is statue was bought by Lauvois for Louis 15. by the means of Poussin. The top of the head ..."".
",incomplete
1609,1609,sup 2269,"First century before Christ; perhaps Julius Caesar as orator from a statue representing Hermes. Perfectly preserved. Brought by Louis 14"". ",complete
1610,1610,sup 1927,"He is of a school of Polykletos; he came from Benevento and was sold by Sambon to the Louvre"".",complete
1611,1611,sup 1928,"La tour Saint Jacques, Paris. To compare with Italian campaniles"".",complete
1612,1612,sup 1943,"Louvre. Concert champêtre. A Giorgione. ""Questo meraviglioso idillio e molto sfigurato dal ritocco"". Says Morelli"". ",complete
1613,1613,sup 1949,"Cornwall. St. Michaels Mount, the Castle of the St. Aubyns"".",complete
1614,1614,sup 2001,"La Venus d'Arles. Found in the theatre there in 1829. The head is that of the Aphrodite of Cnidos of Prassiteles"". ",complete
1615,1615,sup 1998,"Murillo. Birth of the Virgin, in the Louvre"".",complete
1616,1616,sup 2005,"This anthropoic sarc. came originally from Egypt and is of circa 500 years B. C. It was inscribed and used later by Esmunazar, king of Sidon. A similar anthropoid sarc. was brought by Hamdi from Sidon and is now in Museum of Constantinople ..."".",incomplete
1617,1617,sup 2012,"Now in entrance gallery. Louvre"".",complete
1618,1618,sup 2193,"Found near Frascati, then went from Villa Mondragone to Palazzo Borghese thence in 1808 to the Louvre. The eyes were inserted lashes were copper and round the head there was an ivy wreath of bronze or copper. The head was greatly admired by Winckelmaan and is thought by Furtwangler to be derived from that of the Lemnia, and, I think with right. See F. Wolters N° 1661"".",complete
1619,1619,sup 2703,"Says le père Baby in 1672: le père Simon acheta le Phanari / ton Demosthenis d'un Grec, qui le vendit 150 cens. This was in 1669. / Spon calls it a round temple of Hercules from the figures on the / frieze. It became the library of the Franciscans and here Byron / studied..."".",incomplete
1620,1620,sup 2704,"Athens. / Frank tower. / Acropolis. / 1860. / Temple of Jupiter Olympus / finished by Hadrian about 130 A.D. / The palace of Hadrian of the anonymous  Swede of 1688. / Santoris house"".",complete
1621,1621,sup 2197,"This is probably the portrait of Apapi, the last and greatest of the shephard Kings, Josephs Tharach"".",complete
1622,1622,sup 2200,"The Nike of Demetrius Poliorketes. The headless figure was found in Samothrake in 1863 in 118 pieces. In 1879 parts of the brace, a galley, and numeroses other fragments were found. She is now set up on the top of the stairs in the Louvre"".",complete
1623,1623,sup 2201,"N.767. In the Museum of the Louvre - since 1879. On the Epistyle ..."".",incomplete
1624,1624,sup 2202,"Found on the third mile of the Ostian way at the beginning of the past century and given by Cardinal Albani to the Museo Capitolino. Thence is was taken by the French in Napoleon time. It is of Pentelic marble. The cover represents a Bacchie feast and the sides Socrates and Plato in conversation with Mnemosyne and a Muse"". Recto del supporto secondario: nota anonima manoscritta: ""Clio, Talia, Erato, Euterpe, Polyhymnia, Calliope, Thespsichor, Urania, Melphomene"". ",complete
1625,1625,sup 2203,"The Venus of Vienne. This is perhaps the statue mentioned by Pliny XXXVI. 36; he says: Venerem ..."".
",incomplete
1626,1626,sup 2204,"The hand is that of a little Eros who was rubbing in the oil which he had pound down his mother back. Hellenic-Roman art. S. Reinach says: ""oeuvre anatolienne du second siècle, aussi realiste dans le forme que raffineé dans l'execution. Fr. + Wolt. N. 1467"". ",complete
1627,1627,sup 2205,"N. 766. Musée du Louvre. Archaic stele of Philis daughter of Kleomedos brought from post Panagia in the island Thaxos in 1864. See Fr. Wolkers N. 36; also Lucy Mitchell"".",complete
1628,1628,sup 2707," The frieze is a cast from the marble in the British Museum brought from Athens by / Lord Elgin. The temple itself was entirely razed by the Turks and put up again in / our day by the Bavarians"".",complete
1629,1629,sup 2206,"Torso of Faun found by Rosa in Domitians lavacrum at the side of the triclinium Joves on the Palatine in 1862. So beautiful is it that it may be the actual ..."".",incomplete
1630,1630,sup 2207,"N. 830 of catalogue. It is now called the head of an athlet. From collection Borghese"".",complete
1631,1631,sup 2825,"National Museum. N° 1317. / Sepulchral monument of Roman times"".",complete
1632,1632,sup 2210,"N. 770. Musée du Louvre. Fragment of a funereal stele forming part of the Finlay Collection at Athens"".",complete
1633,1633,sup 2211,"From Borghese collection. Subject interesting, art médiocre. Philiscus tragoediarum scriptor meditans"".",complete
1634,1634,sup 2212,"N. 806. Musée du Louvre. Stele of Myrtia and Kephissia brought from Athens in 1886"".",complete
1635,1635,sup 2213,"This I do not think a funereal stele, but an ex voto to Aisklepios. His wife and son are by Handers. In yhe catalogue, N. 753, he seated god is called Zeus. The relief came from Gortyna (Crete)"".",complete
1636,1636,sup 2214,"Relief found by Miller in the island of Thaxos in the year 1864. Hermes leading the Graces (Charites). The inscription below says that neither goats nor wine are to be sacrificed to them. Waldstein thinks the relief of the trasitional period, say about 500 B. C."".",complete
1637,1637,sup 2215,"Musée du Louvre. N. 3. continuation of Plate 2. Two maidens, 52 and 53, standing before the officier 51. 54. A maiden carrying a philiale, or sacrificial bowl. She is drapped as the older noble maids. The numbers are those on the frieze in the British Museum"".
",complete
1638,1638,sup 2216,"Musée du Louvre. N. 4 Part of the Panathenaic frieze on the last side of the Parthenon brought thence by Choisene Gouffier in 1787. It represents an official or priest (48) holding a Kanoun, or dish wich he has received from two maidens 49 50 standing with open hands ..."".
",incomplete
1639,1639,sup 2215," Musée du Louvre. N. 2. Continuation of Plate 1. An officier 51 or priest has received a Kanoun, or dish from two Kanephori who appear in Plate 3. The dish has disappeared. Or he maybe giving them some order. He probably held a heralds staff in his right hand. The numeration is that of the frieze in the British Museum"".",complete
1640,1640,sup 2297,"La puerta de San Anton in the cyclopean wall of Tarragona, / found in 1848 and repaired, is 8 feet 2 1/2 inches high and 4 feet / 10 inches wide. Its lintle is about 12 feet long by 4 feet high; / it is 3 feet in depth. / The stone of the cyclopean walls is of the ordinary late tertiary / or miocene shell rock, clay or calk, as the case maybe; the former / is very friable"".
",complete
1641,1641,sup 2310,"The Roman wall en bossage with mason's marks, or letters, built on the top of the / remains of the cyclopean wall. To the right is the breach made by Suchet / in 1813"".
",complete
1642,1642,sup 2312,"Postern in Cyclopean wall, Tarragona. / Called la Portella de San Anton, 8 feet high, 4/4 p. wide / and 20 ft. long"". / Megalithic, Roman and Medieval work juxtaposited. / The Roma work, en bossage, is called in Spanish / ""almohadillado"""".
",complete
1643,1643,sup 2471,"Tarragona. / Cyclopean door, la puerta debajo de el Seminario, the / best of the 3 doors to be seen, for there are 2 others not to be got at. / Of the puerta del Rosario on the road to Tortosa and the least important / of the 3 there is not photograph. It was closed by a Roman aqueduct and / discovered in 1858; its gallery is 20 feet long..."".",incomplete
1644,1644,sup 2217,"This head tho' antique does not belong to the statue on which it is set. The nose has been put on. See Fröhner, N. 68"".
",complete
1645,1645,sup 2226,"Louvre. Apollon archaïque restauré en Bonus Eventus. La tête est antique mais rapportée. The body has been much restored, the arms and legs having been put on ..."".",incomplete
1646,1646,sup 2218,"Replica of an original attributed to Kalamis Hunt de la tête rapporté"".",complete
1647,1647,sup 2219,"He came from Lillebonne i Normandy and was gilt. Furtwrangler says he is by a scholar of Polilklet? To me he is a work of Roman times. He was found in the theatre at L. in 1823 and acquired by the Louvre in 1853. He is of gilt bronze, much damaged and nearly 7 ft. high"".",complete
1648,1648,sup 2220,"The Apollo from Piombino, upstairs with the bronzes of the Louvre. About 3 1/2 feet high; holes for crystal eyes; nipples and lips are incrusted with red copper. The statue itself is of bronze [...] He came from the Millingen Collection in 1837"".",incomplete
1649,1649,sup 2296,"Patio de los leones. Alhambra"".",complete
1650,1650,sup 2222," This is the Nazarin Apollo; he has the remains of a lyre to his left. He belong to the period of the Apollo on the Duphalos and to that of the Choissal-Gouffrier Apollo. Furtwrangler says he is a copy of a bronze original which has given us the bronze of Pompei and the marble Apollo of Mantua and which goes back to 480 before Christ ..."".",incomplete
1651,1651,sup 2223,"The two torses were fond by the French Central Champoiseau in 1868. The marble is like Paros. Lach fragment stands a [...] Collignon says these 2 torsi are in age between the Apollos of Thera and Orchomenos..."".
",incomplete
1652,1652,sup 2254,"This Apollo, or athlete, comes also from Actium and belongs to the second group of these A. or a. statues"". ",complete
1653,1653,sup 2224,"An offering to Aisklepios, his daughter Huggia looking on. N. 755 of New Cat."".",complete
1654,1654,sup 2530,"Roman tomb"".",complete
1655,1655,sup 2231,"Above, a banquet with much drinking. Below, the fighter between Hercules and a sea -daimon, probably Triton. Hercules has his quiver on his back, triton a fish, his emblem, in his hand. The smale figures running away, must be the Nereids. The date of these very archaic relief is placed at about too years B. C. or even earlier"".",complete
1656,1656,sup 2233,"Grave relief from Tharsalos in Thessaly; of the early 5. th. century, say c. 490. Fr. Wolters, N. 41"".",complete
1657,1657,sup 2237,"Musée du Louvre. N. 769. Funereal stele of Sosinos Gortynios Lakoptes found at the Piraeus and forming part of the Fauvel collection. This of late and indifferent art"".",complete
1658,1658,sup 2251,"Brou près Bourg en Bresse. Details of tomb of Marguerite d'Autriche. The angels supporting the coat of arms an of the Renaissance; the arms are those of Savoy empaling Austria, Burgundy, old France and Flanders; the arms on scutcheon of pretence are those of Brabant"".",complete
1659,1659,sup 2252,"Brou near Bourg en Bresse. Monument of Philibert le Beau, Duke of Savoy, who died in 1504. Below he is dying, above as lying dead in state mourned over by angels. The work below is of the latest Gothic, that above of the italian renaissance. The design for this tomb was made by Michel Colombe of Tours and Jean Perreal of Lyons; its execution ..."".",incomplete
1660,1660,sup 2268,"Marmo greco, perhaps from Hymettus. She was found in 1651 and was presented by Arles to Louis 14. The statue has been restored and the apple and the mirror are hardly the attributes the originaly held"".",complete
1661,1661,sup 2270,"""Louvre. This is a bronze reproduction of the Amazon in the Vatican formerly in the Villa Mattei. The bronze is of the past century; its original was a bronze by Polykleitos: others say by Pheidias. There were 4 competitors for the Ephesus Amazon"". 
",complete
1662,1662,sup 2272,"Château de Boulogne near Vals in the Vivarais - it is now part of a farm"".",complete
1663,1663,sup 2278,"Furtwängler says that the Venus of Milos by its inscription is of the period between second and first century B. C. - say 150 - and of the School of Scopas..."". ",incomplete
1664,1664,sup 1867,"XI ou XI siècle"".",complete
1665,1665,sup 1872,"S. Trophime. Arles"".",complete
1666,1666,sup 1877,"St. Gilles"".",complete
1667,1667,sup 1907,"Montmajour near Arles. Romanesque church of 12th. cent. Cloister of date of that of S. Trophime. The keep was erected in 1369 by Pous de L'Orme"".",complete
1668,1668,sup 1908,"Francois II +1488"".",complete
1669,1669,sup 1908,"+ 1419 Jean sans peur and his wife, Marguerite de Bavière"". ",complete
1670,1670,sup 1945,"The Martyrdom of Saint Dionysius 13 th. century"".",complete
1671,1671,sup 1951," +1407. Olivier de Clisson, connetable de France."".",complete
1672,1672,sup 1956,"S. Trophime. Arles"".",complete
1673,1673,sup 2250,"Sire et Dame de Bueil (Indre et Loire) 15. siècle"".",complete
1674,1674,sup 2257,"A good deal restored"".
",complete
1675,1675,sup 2258,"A good deal restored"".",complete
1676,1676,sup 2315,"Coca. / The castle of Coca is 24 miles from Segovia and about the same distance from Medina del Campo. / Its castle is a superb specimen of a castilian medioeval palace fortress. It is now the property of / the dukes of Alba. Observe the prospecting balistaria (bartizans), the angular towers or torress of the great / donjon keep. The grand towers rise like those of the Alcazar of Segovia. / This strong castle was quite perfect and used as a state prison until the French reduced it to its present ruin"".",complete
1677,1677,sup 2271," Olympia. Metope from west side of temple of Zeus. The bulls head and his legs are still at Olympia where they were found by the Germans"".",complete
1678,1678,sup 2274,"The assassination of the Duke of Guise, Paul de la Roche, Now at Chantilly"".",complete
1679,1679,sup 2275,"Much restored or rebuilt"".",complete
1680,1680,sup 1931,"La Gioconda. Leonardo da Vinci. Louvre. Stolen 1912"". ",complete
1681,1681,sup 1939,"Giove ed Antiope. Correggio. Louvre"".",complete
1682,1682,sup 2644,"Oi Basileis te eikuklopaideia aute tois Basileusi"".",complete
1683,1683,sup 2340,"Granada. San Jeronimo. / Retablo of 1520, restored, renowed and much gilt; it was / originally made for Dona Maria Maurique, the widow of the / Great Capitan. First damaged by Sebastianis troops and / lastly by the mob that in 1836 dug up the bones of the great man / and of Dona Maria and cast them out, the monument has / been put together in a vulgar fashion..."". Segue trascrizione dell'iscrizione.",incomplete
1684,1684,sup 2535,"Alfonso de Madrigal, el Tostado, the great Spanish medioeval / theologian, died in 1455. / He wrote numerous books and is mentioned in Don Quijote. ""Todas / las obras del Tostado"". Part. 2 cap. 3"".",complete
1685,1685,sup 2538,"Johannes Hispaniarum princeps virtutum omnium bonarum artiam christianaeq.; / religionis verus cultor, patriae parentumque amantissimus, qui paucis annis / magna prudentia probitate pietateque multa bona confecit, conditur hoc / tumulo quem Ferdinandus Catholicus Rex invictus, Eccl. defensor optimus, / pius pater [...] This lovely renaissance monument is said to have been executed / by Domenico di Firenze"".",incomplete
1686,1686,sup 2361,"Audiencia - Barcelona"".",complete
1687,1687,sup 2532,"Queen Isabels brother who died in 1470. / The monument is by Gil de Siloe and was erected in 1489-93 in the / flamboyant Gothic mixed with the Renaissance"".",complete
1688,1688,sup 2374,"Don Carlos Baltasar, born in 1629, eldest son of King Felipe IV. / He died at the age of 17. His portrait by Velasquez, the great / impressionist, is in the Madrid gallery"".",complete
